                 Time	                V(D0)	                V(D1)	                V(D2)	                V(D3)	              V(VOUT)
                    0	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
               1e-007	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
               2e-007	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
4.00009346008301e-007	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
8.00028038024902e-007	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
1.60006542205811e-006	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
3.20014019012451e-006	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
6.40028972625733e-006	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 1.2800588798523e-005	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
2.28011991500855e-005	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 3.2801809501648e-005	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
4.28024198532105e-005	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 5.2803030204773e-005	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
6.28036405563355e-005	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 7.2804250907898e-005	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
8.28048612594605e-005	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 9.2805471611023e-005	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000102806081962585	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000112806692314148	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
  0.00012280730266571	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000132807913017273	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000142808523368835	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000152809133720398	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
  0.00016280974407196	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000172810354423523	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000182810964775086	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000192811575126648	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000202812185478211	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000212812795829773	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000222813406181336	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000232814016532898	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000242814626884461	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000252815237236023	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000262815847587586	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000272816457939148	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000282817068290711	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000292817678642273	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000302818288993836	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000312818899345398	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000322819509696961	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000332820120048523	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000342820730400086	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000352821340751648	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000362821951103211	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000372822561454773	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000382823171806336	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000392823782157898	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000402824392509461	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000412825002861023	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000422825613212586	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000432826223564148	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000442826833915711	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000452827444267273	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
 0.000462828054618836	  0.00249873381108046	  0.00249871704727411	  0.00249868328683078	  0.00249861623160541	 -0.00898478738963604
