                 Time	               V(VIN)	              V(VOUT)
                    0	                    5	                    5
               4e-009	     5.01256656646728	                    5
               8e-009	     5.02513265609741	                    5
1.60004334449768e-008	     5.05026578903198	                    5
3.20013003349304e-008	     5.10052824020386	                    5
6.40030341148376e-008	     5.20101737976074	                    5
               1e-007	     5.31395244598389	                    5
 1.0050000000965e-007	     5.31552028656006	     5.01568651199341
1.01500054190272e-007	     5.31865549087524	     5.04706048965454
1.02596034596079e-007	     5.32209157943726	     5.08144426345825
1.03224677333945e-007	     5.32406234741211	     5.10116624832153
1.04481962809675e-007	     5.32800388336182	     5.14061069488525
1.04945435488933e-007	     5.32945680618286	     5.15515089035034
1.05872380847448e-007	     5.33236265182495	     5.18423175811768
1.07478912288659e-007	     5.33739852905273	     5.23463249206543
1.10691975171083e-007	     5.34746885299683	     5.31372547149658
 1.1711810093593e-007	     5.36760520935059	     5.31372547149658
1.29970352465623e-007	     5.40786027908325	     5.31372547149658
 1.5567485552501e-007	     5.48828744888306	     5.31372547149658
               2e-007	     5.62666606903076	     5.31372547149658
 2.0050000000965e-007	     5.62822437286377	     5.32548999786377
2.01500054190272e-007	     5.63134145736694	     5.34902095794678
2.03500162551516e-007	     5.63757419586182	     5.39608240127563
2.07500379274004e-007	     5.65003633499146	     5.49020481109619
2.15500812718981e-007	     5.67494869232178	      5.5490198135376
2.31501679608935e-007	     5.72472190856934	      5.5490198135376
2.63503413388842e-007	     5.82404375076294	      5.5490198135376
               3e-007	     5.93690633773804	      5.5490198135376
 3.0050000000965e-007	     5.93844938278198	     5.56470584869385
3.01500054190272e-007	     5.94153547286987	     5.59608030319214
3.03500162551516e-007	     5.94770574569702	     5.65882873535156
3.07500379274004e-007	     5.96004199981689	     5.78432559967041
3.15500812718981e-007	     5.98469591140747	     5.86274528503418
3.31501679608935e-007	     6.03392934799194	     5.86274528503418
3.63503413388842e-007	     6.13207721710205	     5.86274528503418
               4e-007	     6.24344921112061	     5.86274528503418
 4.0050000000965e-007	     6.24497079849243	     5.87843132019043
4.01500054190272e-007	     6.24801349639893	     5.90980577468872
4.03500162551516e-007	     6.25409698486328	     5.97255420684814
4.07500379274004e-007	     6.26625823974609	     6.09805107116699
4.15500812718981e-007	     6.29055690765381	     6.17647075653076
4.31501679608935e-007	     6.33905601501465	     6.17647075653076
4.63503413388842e-007	      6.4356427192688	     6.17647075653076
               5e-007	     6.54508495330811	     6.17647075653076
 5.0050000000965e-007	     6.54657888412476	     6.19215679168701
5.01500054190272e-007	      6.5495662689209	      6.2235312461853
5.03500162551516e-007	     6.55553913116455	     6.28627967834473
5.07500379274004e-007	     6.56747770309448	     6.41177654266357
5.15500812718981e-007	     6.59132480621338	     6.49019622802734
5.31501679608935e-007	     6.63889789581299	     6.49019622802734
5.63503413388842e-007	     6.73354244232178	     6.49019622802734
               6e-007	      6.8406229019165	     6.49019622802734
 6.0050000000965e-007	     6.84208297729492	     6.50588226318359
6.01500054190272e-007	     6.84500360488892	     6.53725671768188
6.03500162551516e-007	     6.85084199905396	     6.60000514984131
6.07500379274004e-007	     6.86251068115234	     6.72550201416016
6.15500812718981e-007	     6.88581228256226	     6.80392169952393
6.31501679608935e-007	     6.93227195739746	     6.80392169952393
6.63503413388842e-007	     7.02460050582886	     6.80392169952393
               7e-007	     7.12889623641968	     6.80392169952393
 7.0050000000965e-007	     7.13031768798828	     6.81568622589111
7.01500054190272e-007	     7.13315963745117	     6.83921718597412
7.03500162551516e-007	       7.138840675354	     6.88627815246582
7.07500379274004e-007	      7.1501932144165	     6.98040103912354
7.15500812718981e-007	      7.1728572845459	     7.03921556472778
7.31501679608935e-007	     7.21802043914795	     7.03921556472778
7.63503413388842e-007	     7.30766868591309	     7.03921556472778
               8e-007	     7.40876817703247	     7.03921556472778
 8.0050000000965e-007	      7.4101448059082	     7.05490207672119
8.01500054190272e-007	     7.41289710998535	     7.08627605438232
8.03500162551516e-007	     7.41839838027954	     7.14902448654175
8.07500379274004e-007	     7.42938995361328	     7.27452182769775
8.15500812718981e-007	     7.45132732391357	     7.35294103622437
8.31501679608935e-007	     7.49501514434814	     7.35294103622437
8.63503413388842e-007	     7.58162975311279	     7.35294103622437
               9e-007	     7.67913389205933	     7.35294103622437
 9.0050000000965e-007	     7.68045997619629	     7.36862754821777
9.01500054190272e-007	     7.68311166763306	     7.40000152587891
9.03500162551516e-007	     7.68841171264648	     7.46275043487549
9.07500379274004e-007	     7.69899892807007	     7.58824729919434
9.15500812718981e-007	     7.72012281417847	     7.66666650772095
9.31501679608935e-007	     7.76216316223145	     7.66666650772095
9.63503413388842e-007	     7.84540176391602	     7.66666650772095
               1e-006	     7.93892621994019	     7.66666650772095
1.00050000000965e-006	      7.9401969909668	     7.67843151092529
1.00150005419027e-006	      7.9427375793457	     7.70196199417114
1.00350016255152e-006	     7.94781494140625	         7.7490234375
  1.007500379274e-006	     7.95795631408691	     7.84314632415771
1.01550081271898e-006	     7.97818326950073	     7.90196084976196
1.03150167960893e-006	     8.01840972900391	     7.90196084976196
1.06350341338884e-006	     8.09794425964355	     7.90196084976196
             1.1e-006	     8.18711948394775	     7.90196084976196
1.10050000000965e-006	     8.18832969665527	     7.91372537612915
1.10150005419027e-006	       8.190749168396	     7.93725633621216
1.10350016255152e-006	     8.19558525085449	     7.98431777954102
  1.107500379274e-006	     8.20524024963379	     8.07844066619873
1.11550081271898e-006	     8.22449016571045	     8.13725471496582
1.13150167960893e-006	     8.26274490356445	     8.13725471496582
1.16350341338884e-006	     8.33826160430908	     8.13725471496582
             1.2e-006	      8.4227352142334	     8.13725471496582
1.20050000000965e-006	      8.4238805770874	     8.14901924133301
1.20150005419027e-006	     8.42616939544678	     8.17255020141602
1.20350016255152e-006	     8.43074321746826	     8.21961212158203
  1.207500379274e-006	     8.43987464904785	     8.31373405456543
1.21550081271898e-006	      8.4580717086792	     8.37254905700684
1.23150167960893e-006	     8.49420261383057	     8.37254905700684
1.26350341338884e-006	     8.56540298461914	     8.37254905700684
             1.3e-006	     8.64484310150146	     8.37254905700684
1.30050000000965e-006	     8.64591789245605	     8.38431358337402
1.30150005419027e-006	     8.64806747436523	     8.40784454345703
1.30350016255152e-006	     8.65236186981201	     8.45490550994873
  1.307500379274e-006	     8.66093254089355	     8.54902839660645
1.31550081271898e-006	     8.67800521850586	     8.60784339904785
1.33150167960893e-006	     8.71187114715576	     8.60784339904785
1.36350341338884e-006	     8.77847480773926	     8.60784339904785
             1.4e-006	     8.85256576538086	     8.60784339904785
1.40050000000965e-006	     8.85356712341309	     8.61960792541504
1.40150005419027e-006	     8.85556793212891	     8.64313888549805
1.40350016255152e-006	     8.85956573486328	     8.69019985198975
  1.407500379274e-006	     8.86754322052002	     8.78432273864746
1.41550081271898e-006	     8.88342380523682	     8.84313774108887
1.43150167960893e-006	     8.91489028930664	     8.84313774108887
1.46350341338884e-006	     8.97663307189941	     8.84313774108887
             1.5e-006	     9.04508495330811	     8.84313774108887
1.50050000000965e-006	     9.04600811004639	     8.85098075866699
1.50150005419027e-006	     9.04785346984863	     8.86666774749756
1.50350016255152e-006	     9.05153846740723	     8.89804172515869
  1.507500379274e-006	      9.0588903427124	     8.96079063415527
1.51550081271898e-006	     9.07351589202881	                    9
1.53150167960893e-006	     9.10245895385742	                    9
1.56350341338884e-006	     9.15909862518311	                    9
             1.6e-006	     9.22163963317871	                    9
1.60050000000965e-006	     9.22248077392578	     9.00980377197266
1.60150005419027e-006	     9.22416305541992	      9.0294132232666
1.60350016255152e-006	     9.22752094268799	     9.06863021850586
